,Mean,StdDev
3,0.7728444518375289,0.28103429321370366
5,0.7706948946104076,0.23860058258887645
6,0.4241771532436883,0.2229559187803207
2,0.40772167907050405,0.2187675886752639
7,0.4553801018539117,0.21173295994007763
8,0.751341410289571,0.20155831971441132
1,0.876452890855208,0.1701751755712087
4,0.9617581593144006,0.05670721331309084
0,0.9999999444100063,1.5301898253612542e-07
