,Mean,StdDev
1,0.6740610372344529,0.12260743813487848
8,0.36351596608818393,0.11606995286701778
4,0.6628006110909614,0.11407694940432166
5,0.589149001491268,0.11198504287640752
7,0.38346778875239895,0.11073291139513684
6,0.5442253922657438,0.09897938477058446
3,0.4490239838780835,0.07294157287305597
0,0.25865456830146694,0.06923275878782365
2,0.46473881844268355,0.05811999350051999
