permno,date,month,ret,shrout,altprc,exchcd,siccd,mktcap,mktcap_lag,exchange,industry,ret_excess,gvkey,month:1,dp,dy,ep,de,svar,bm,ntis,tbl,lty,ltr,tms,dfy,infl,month:2,mkt_excess,smb,hml,rf
10071,1987-05-29T00:00:00,1987-05-01T00:00:00,-0.0932203382253647,9800000.0,26.75,3,6210,262.15,289.1,NASDAQ,Finance,-0.0970203382253647,012261,1987-05-01T00:00:00,-3.53487651750923,0.00711746776886413,-2.98601063701092,-0.548865880498311,0.0024892339,0.4304908862,0.0069409582,0.0566,0.088,-0.0105,0.0314,0.0118,0.0035492458,1987-05-01T00:00:00,0.0011,-0.005,0.0023,0.0038
10071,1987-06-30T00:00:00,1987-06-01T00:00:00,0.149532705545425,15825000.0,20.5,3,6210,324.4125,262.15,NASDAQ,Finance,0.144732705545425,012261,1987-06-01T00:00:00,-3.574611360565,0.00706716722309242,-3.04841156954942,-0.526199791015578,0.0010704212,0.4078923974,0.0052024616,0.0567,0.0877,0.0098,0.031,0.012,0.0035366932,1987-06-01T00:00:00,0.0394,-0.0212,0.0104,0.0048
10071,1987-07-31T00:00:00,1987-07-01T00:00:00,-0.0895121917128563,15825000.0,18.625,3,6210,294.740625,324.4125,NASDAQ,Finance,-0.0941121917128563,012261,1987-07-01T00:00:00,-3.61624210938628,0.00546625343485374,-3.06276349071095,-0.553478618675335,0.00081816,0.3835432162,0.0018821969,0.0569,0.0907,-0.0178,0.0338,0.0119,0.0026431718,1987-07-01T00:00:00,0.0385,-0.0069,0.0068,0.0046
10071,1987-08-31T00:00:00,1987-08-01T00:00:00,-0.0335570462048054,15825000.0,18.0,3,6210,284.85,294.740625,NASDAQ,Finance,-0.0382570462048054,012261,1987-08-01T00:00:00,-3.64517888985574,0.00542492599368449,-3.065418446048,-0.579760443807735,0.0017761286,0.37045382,0.0019974361,0.0604,0.0936,-0.0165,0.0332,0.0113,0.0052724077,1987-08-01T00:00:00,0.0352,-0.0077,-0.0093,0.0047
10071,1987-09-30T00:00:00,1987-09-01T00:00:00,0.0277777779847383,15826000.0,18.5,3,6210,292.781,284.85,NASDAQ,Finance,0.0232777779847383,012261,1987-09-01T00:00:00,-3.61530873324467,0.00540720230458103,-3.01022323961231,-0.605085493632358,0.0025348306,0.3799667216,0.0063503319,0.064,0.0992,-0.0369,0.0352,0.0113,0.0052447552,1987-09-01T00:00:00,-0.0259,0.0054,0.0027,0.0045
10071,1987-10-30T00:00:00,1987-10-01T00:00:00,-0.457297295331955,15826000.0,10.0,3,6210,158.26,292.781,NASDAQ,Finance,-0.463297295331955,012261,1987-10-01T00:00:00,-3.36412361589843,0.00575706829006783,-2.73090561877568,-0.633217997122758,0.0709451379,0.4948508425,0.0104777401,0.0613,0.0926,0.0623,0.0313,0.011,0.0026086957,1987-10-01T00:00:00,-0.2324,-0.0843,0.0424,0.006
10071,1987-11-30T00:00:00,1987-11-01T00:00:00,-0.0750000029802322,15826000.0,9.25,3,6210,146.3905,158.26,NASDAQ,Finance,-0.0785000029802322,012261,1987-11-01T00:00:00,-3.26918690187834,0.0057241140838884,-2.60892030168438,-0.660266600193956,0.0067854547,0.538027324,0.0098984399,0.0569,0.0931,0.0037,0.0362,0.0122,0.0008673027,1987-11-01T00:00:00,-0.0777,0.0272,0.0295,0.0035
10071,1987-12-31T00:00:00,1987-12-01T00:00:00,-0.0270270276814699,15984000.0,9.0,3,6210,143.856,146.3905,NASDAQ,Finance,-0.0309270276814699,012261,1987-12-01T00:00:00,-3.33382473087961,0.00569153499978814,-2.64751128989823,-0.68631344098138,0.0068521879,0.5088120155,0.013274756,0.0577,0.092,0.0165,0.0343,0.0118,0.0,1987-12-01T00:00:00,0.0681,0.0013,-0.0443,0.0039
10071,1988-01-29T00:00:00,1988-01-01T00:00:00,0.16666667163372,15984000.0,10.5,3,6210,167.832,143.856,NASDAQ,Finance,0.16376667163372,012261,1988-01-01T00:00:00,-3.3681741866094,0.0052867947916484,-2.66660009253201,-0.701574094077392,0.009157508,0.5037738354,0.0084227445,0.0581,0.0852,0.0666,0.0271,0.0119,0.0025996534,1988-01-01T00:00:00,0.0421,-0.0072,0.0501,0.0029
10071,1988-02-29T00:00:00,1988-02-01T00:00:00,0.0395238101482391,15984000.0,10.875,3,6210,173.826,167.832,NASDAQ,Finance,0.0349238101482391,012261,1988-02-01T00:00:00,-3.4038931185368,0.00524775979087844,-2.68742756105921,-0.71646555747759,0.0019673463,0.4761973721,0.0087922636,0.0566,0.0854,0.0052,0.0288,0.0122,0.0025929127,1988-02-01T00:00:00,0.0475,0.0334,-0.0171,0.0046
10071,1988-03-31T00:00:00,1988-03-01T00:00:00,0.0459770113229752,15991000.0,11.375,3,6210,181.897625,173.826,NASDAQ,Finance,0.0415770113229752,012261,1988-03-01T00:00:00,-3.36474972877305,0.00523153775614915,-2.63377945932646,-0.730970269446589,0.0016591988,0.5075299538,0.0060800302,0.057,0.0901,-0.0307,0.0331,0.0118,0.0043103448,1988-03-01T00:00:00,-0.0227,0.0615,0.0073,0.0044
10071,1988-04-29T00:00:00,1988-04-01T00:00:00,0.00351648335345089,15991000.0,11.375,3,6210,181.897625,181.897625,NASDAQ,Finance,-0.00108351664654911,012261,1988-04-01T00:00:00,-3.36375982445948,0.0103706197526678,-2.58940273222683,-0.774357092232645,0.0034595611,0.4964744899,0.0050636719,0.0591,0.0929,-0.016,0.0338,0.0123,0.0051502146,1988-04-01T00:00:00,0.0056,0.01,0.0167,0.0046
10071,1988-05-31T00:00:00,1988-05-01T00:00:00,-0.06593406945467,15991000.0,10.625,3,6210,169.904375,181.897625,NASDAQ,Finance,-0.0710340694546699,012261,1988-05-01T00:00:00,-3.35665573444709,0.0102751179040363,-2.54156419283631,-0.815091541610784,0.0025557732,0.4967702548,0.0013473054,0.0626,0.0952,-0.0102,0.0326,0.0114,0.0034158839,1988-05-01T00:00:00,-0.0029,-0.026,0.0242,0.0051
10071,1988-06-30T00:00:00,1988-06-01T00:00:00,0.129411771893501,16001000.0,12.0,3,6210,192.012,169.904375,NASDAQ,Finance,0.124511771893501,012261,1988-06-01T00:00:00,-3.38884257334727,0.0101597785712926,-2.53537280631377,-0.853469767033507,0.0023613077,0.4711188723,-0.0053979214,0.0646,0.0917,0.0368,0.0271,0.0114,0.0042553191,1988-06-01T00:00:00,0.0479,0.0211,-0.0124,0.0049
10071,1988-07-29T00:00:00,1988-07-01T00:00:00,-0.03125,16001000.0,11.625,3,6210,186.011625,192.012,NASDAQ,Finance,-0.03635,012261,1988-07-01T00:00:00,-3.37514102212307,0.00827552236677809,-2.51377460917831,-0.861366412944761,0.0019106187,0.4739915349,-0.0028231284,0.0673,0.0947,-0.017,0.0274,0.0115,0.0042372881,1988-07-01T00:00:00,-0.0125,-0.0025,0.0222,0.0051
10071,1988-08-31T00:00:00,1988-08-01T00:00:00,-0.1148387119174,16001000.0,10.25,3,6210,164.01025,186.011625,NASDAQ,Finance,-0.1207387119174,012261,1988-08-01T00:00:00,-3.32757924890254,0.00819694263187243,-2.45849052348756,-0.869088725414983,0.0013903193,0.4966406615,-0.0062397522,0.0706,0.095,0.0058,0.0244,0.011,0.0042194093,1988-08-01T00:00:00,-0.0331,0.0004,0.0215,0.0059
10071,1988-09-30T00:00:00,1988-09-01T00:00:00,0.0121951214969158,15991000.0,10.375,3,6210,165.906625,164.01025,NASDAQ,Finance,0.00599512149691582,012261,1988-09-01T00:00:00,-3.35839874612562,0.00814086955037574,-2.48178549132496,-0.876613254800665,0.0011927398,0.4775404537,-0.0100015137,0.0724,0.0917,0.0345,0.0193,0.0108,0.0067226891,1988-09-01T00:00:00,0.033,-0.0131,-0.0075,0.0062
10071,1988-10-31T00:00:00,1988-10-01T00:00:00,0.0120481923222542,15991000.0,10.5,3,6210,167.9055,165.906625,NASDAQ,Finance,0.00594819232225418,012261,1988-10-01T00:00:00,-3.37386176997061,0.0101700961238143,-2.49257117697255,-0.881290592998061,0.0016315424,0.4695971889,-0.0104624725,0.0735,0.0889,0.0308,0.0154,0.00899999999999999,0.0033388982,1988-10-01T00:00:00,0.0115,-0.0293,0.0205,0.0061
10071,1988-11-30T00:00:00,1988-11-01T00:00:00,-0.0676190480589867,15991000.0,9.75,3,6210,155.91225,167.9055,NASDAQ,Finance,-0.0733190480589867,012261,1988-11-01T00:00:00,-3.34473279024186,0.0100573466171689,-2.45886933454381,-0.885863455698049,0.0013479967,0.4771791101,-0.0077649556,0.0776,0.0923,-0.0196,0.0147,0.0103,0.0008319468,1988-11-01T00:00:00,-0.0229,-0.0172,0.0141,0.0057
10071,1988-12-30T00:00:00,1988-12-01T00:00:00,0.0641025677323341,16126000.0,10.375,3,6210,167.30725,155.91225,NASDAQ,Finance,0.0578025677323341,012261,1988-12-01T00:00:00,-3.34934612687532,0.00996745920498565,-2.45903088140442,-0.890315245470894,0.0006281109,0.465283574,-0.0214057475,0.0807,0.0918,0.011,0.0111,0.0108,0.0016625104,1988-12-01T00:00:00,0.0149,0.0195,-0.0169,0.0063
10071,1989-01-31T00:00:00,1989-01-01T00:00:00,0.14457830786705,16126000.0,11.875,3,6210,191.49625,167.30725,NASDAQ,Finance,0.13907830786705,012261,1989-01-01T00:00:00,-3.4091625930342,0.00888350152086481,-2.51089236283872,-0.898270230195485,0.0009645729,0.4307694935,-0.0223605106,0.0827,0.0903,0.0203,0.00760000000000001,0.0103,0.0049792531,1989-01-01T00:00:00,0.061,-0.0223,0.006,0.0055
10071,1989-02-28T00:00:00,1989-02-01T00:00:00,-0.0492631569504738,16126000.0,11.25,3,6210,181.4175,191.49625,NASDAQ,Finance,-0.0553631569504738,012261,1989-02-01T00:00:00,-3.37098607584347,0.00880527929893393,-2.46495741224269,-0.906028663600779,0.001176079,0.4467784572,-0.024823372,0.0853,0.0935,-0.0179,0.0082,0.0097,0.0041288192,1989-02-01T00:00:00,-0.0225,0.0282,0.0101,0.0061
10071,1989-03-31T00:00:00,1989-03-01T00:00:00,-0.0666666701436043,16139000.0,10.5,3,6210,169.4595,181.4175,NASDAQ,Finance,-0.0733666701436043,012261,1989-03-01T00:00:00,-3.3828500928093,0.00872842260779194,-2.46926003774542,-0.91359005506388,0.0012864519,0.4686914136,-0.0231021339,0.0882,0.0929,0.0122,0.0047,0.0087,0.0057565789,1989-03-01T00:00:00,0.0157,0.0067,0.0058,0.0067
10071,1989-04-28T00:00:00,1989-04-01T00:00:00,0.00380952376872301,16139000.0,10.5,3,6210,169.4595,169.4595,NASDAQ,Finance,-0.00289047623127699,012261,1989-04-01T00:00:00,-3.41990901407592,0.0118168298232453,-2.5146682500106,-0.905240764065317,0.0009555837,0.4444352572,-0.0228019666,0.0865,0.0918,0.0159,0.00530000000000001,0.0082,0.0065412919,1989-04-01T00:00:00,0.0433,-0.0068,-0.0142,0.0067
10071,1989-05-31T00:00:00,1989-05-01T00:00:00,0.107142858207226,16139000.0,11.625,3,6210,187.615875,169.4595,NASDAQ,Finance,0.0992428582072258,012261,1989-05-01T00:00:00,-3.44276453706044,0.0116788215888342,-2.5457510168249,-0.897013520235548,0.0010730556,0.4334415257,-0.0277140566,0.0843,0.0878,0.0401,0.0035,0.00890000000000001,0.0056864338,1989-05-01T00:00:00,0.0335,-0.0005,-0.0088,0.0079
10071,1989-06-30T00:00:00,1989-06-01T00:00:00,-0.0752688199281693,16054000.0,10.75,3,6210,172.5805,187.615875,NASDAQ,Finance,-0.0823688199281692,012261,1989-06-01T00:00:00,-3.42326434811064,0.0115439997604927,-2.53435115718379,-0.888913190926855,0.0014295303,0.440562937,-0.0239480705,0.0815,0.0821,0.055,0.000600000000000003,0.0093,0.0024232633,1989-06-01T00:00:00,-0.0135,-0.0102,0.0225,0.0071
10071,1989-07-31T00:00:00,1989-07-01T00:00:00,0.213023260235786,16054000.0,13.0,3,6210,208.702,172.5805,NASDAQ,Finance,0.206023260235786,012261,1989-07-01T00:00:00,-3.49624753979654,0.011698282798287,-2.63946194220423,-0.856785597592313,0.0010188257,0.404035089,-0.028536215,0.0788,0.0801,0.0238,0.00130000000000001,0.00939999999999999,0.0024174053,1989-07-01T00:00:00,0.072,-0.0414,-0.0279,0.007
10071,1989-08-31T00:00:00,1989-08-01T00:00:00,0.0865384638309479,16054000.0,14.125,3,6210,226.76275,208.702,NASDAQ,Finance,0.0791384638309479,012261,1989-08-01T00:00:00,-3.50008201734642,0.0115630138672875,-2.67571482045927,-0.824367196887148,0.0013804507,0.3927270602,-0.0248221492,0.079,0.0841,-0.0259,0.00509999999999999,0.0092,0.001607717,1989-08-01T00:00:00,0.0144,0.0056,0.006,0.0074
10071,1989-09-29T00:00:00,1989-09-01T00:00:00,-0.150442481040955,15988000.0,12.0,3,6210,191.856,226.76275,NASDAQ,Finance,-0.156942481040955,012261,1989-09-01T00:00:00,-3.48208535553741,0.0114308374791436,-2.69044861112135,-0.791636744416057,0.0005501917,0.3992097504,-0.0257470986,0.0775,0.0847,0.0019,0.0072,0.00899999999999999,0.0032102729,1989-09-01T00:00:00,-0.0076,0.0032,-0.0127,0.0065
10071,1989-10-31T00:00:00,1989-10-01T00:00:00,-0.0995833352208138,15988000.0,10.75,3,6210,171.871,191.856,NASDAQ,Finance,-0.106383335220814,012261,1989-10-01T00:00:00,-3.4466686383022,0.00991896892451782,-2.67655443794908,-0.770114200353122,0.0056359108,0.4064149288,-0.0243506384,0.0764,0.081,0.0379,0.00460000000000001,0.00890000000000001,0.0048,1989-10-01T00:00:00,-0.0367,-0.0323,-0.0111,0.0068
10071,1989-11-30T00:00:00,1989-11-01T00:00:00,0.0116279069334269,15988000.0,10.875,3,6210,173.8695,171.871,NASDAQ,Finance,0.00472790693342686,012261,1989-11-01T00:00:00,-3.45325308172752,0.00982154849927808,-2.7047045511095,-0.74854853061802,0.0008448088,0.3972257018,-0.0270327725,0.0769,0.0808,0.0078,0.0039,0.0092,0.002388535,1989-11-01T00:00:00,0.0103,-0.0124,-0.0109,0.0069
10071,1989-12-29T00:00:00,1989-12-01T00:00:00,-0.0114942528307438,15988000.0,10.75,3,6210,171.871,173.8695,NASDAQ,Finance,-0.0175942528307438,012261,1989-12-01T00:00:00,-3.46471774557619,0.00972602313097681,-2.73777455185091,-0.72694319372528,0.0009234228,0.3904547436,-0.0123335365,0.0763,0.0816,-0.0006,0.0053,0.0096,0.0015885624,1989-12-01T00:00:00,0.0116,-0.0236,0.0016,0.0061
10071,1990-01-31T00:00:00,1990-01-01T00:00:00,-0.0813953503966331,15988000.0,9.875,3,6210,157.8815,171.871,NASDAQ,Finance,-0.0870953503966331,012261,1990-01-01T00:00:00,-3.38551630733,0.00790176066132409,-2.68411979610349,-0.701396511226504,0.0028920477,0.4149713959,-0.0138967896,0.0764,0.0865,-0.0343,0.0101,0.00950000000000001,0.0103092784,1990-01-01T00:00:00,-0.0785,-0.0124,0.0085,0.0057
10071,1990-02-28T00:00:00,1990-02-01T00:00:00,0.06886076182127,15988000.0,10.5,3,6210,167.874,157.8815,NASDAQ,Finance,0.06316076182127,012261,1990-02-01T00:00:00,-3.38618810616289,0.00783090758130545,-2.71058436844628,-0.675603737716606,0.0010085783,0.4091730897,-0.0117292028,0.0774,0.0876,-0.0025,0.0102,0.0092,0.0047095761,1990-02-01T00:00:00,0.0111,0.0099,0.0064,0.0057
10071,1990-03-30T00:00:00,1990-03-01T00:00:00,0.0595238097012043,15678000.0,11.125,3,6210,174.41775,167.874,NASDAQ,Finance,0.0531238097012043,012261,1990-03-01T00:00:00,-3.40237475272887,0.00777889616829297,-2.75284031590094,-0.649534436827936,0.0010322447,0.4713339564,-0.0102914402,0.079,0.0889,-0.0044,0.00990000000000001,0.00839999999999999,0.00546875,1990-03-01T00:00:00,0.0183,0.015,-0.0292,0.0064
10071,1990-04-30T00:00:00,1990-04-01T00:00:00,-0.00629213498905301,15678000.0,11.0,3,6210,172.458,174.41775,NASDAQ,Finance,-0.013192134989053,012261,1990-04-01T00:00:00,-3.3650100525897,0.0101095318395008,-2.7319133890179,-0.633096663571799,0.0009667774,0.480284256,-0.0101492797,0.0777,0.0924,-0.0202,0.0147,0.00839999999999999,0.0015540016,1990-04-01T00:00:00,-0.0336,-0.0046,-0.0259,0.0069
10071,1990-05-31T00:00:00,1990-05-01T00:00:00,0.272727280855179,15678000.0,14.0,3,6210,219.492,172.458,NASDAQ,Finance,0.265927280855179,012261,1990-05-01T00:00:00,-3.44300261277155,0.0100083512408555,-2.82627817004281,-0.616724442728734,0.0013614467,0.4435699735,-0.0022618111,0.0774,0.0883,0.0415,0.0109,0.00939999999999999,0.0023273856,1990-05-01T00:00:00,0.0842,-0.0253,-0.0383,0.0068
10071,1990-06-29T00:00:00,1990-06-01T00:00:00,0.0178571436554193,15354000.0,14.25,3,6210,218.7945,219.492,NASDAQ,Finance,0.0115571436554193,012261,1990-06-01T00:00:00,-3.42416741305313,0.00990917590822438,-2.82376147784824,-0.600405935204889,0.0013508255,0.4429494323,-0.0005072745,0.0773,0.0864,0.023,0.00910000000000001,0.0096,0.0054179567,1990-06-01T00:00:00,-0.0109,0.014,-0.0193,0.0063
10071,1990-07-31T00:00:00,1990-07-01T00:00:00,-0.188070178031921,15354000.0,11.5,3,6210,176.571,218.7945,NASDAQ,Finance,-0.194870178031921,012261,1990-07-01T00:00:00,-3.4140552062755,0.0048753464399538,-2.81102692540476,-0.603028280870736,0.0012984369,0.4392124466,0.0048850583,0.0762,0.086,0.0107,0.00979999999999999,0.0096,0.0038491147,1990-07-01T00:00:00,-0.019,-0.0312,-0.0003,0.0068
10071,1990-08-31T00:00:00,1990-08-01T00:00:00,-0.217391297221184,15354000.0,9.0,3,6210,138.186,176.571,NASDAQ,Finance,-0.223991297221184,012261,1990-08-01T00:00:00,-3.31014068858354,0.00485169271054486,-2.70452220561296,-0.605618482970577,0.0058277892,0.4880735629,0.0014392103,0.0745,0.092,-0.0419,0.0175,0.01,0.009202454,1990-08-01T00:00:00,-0.1015,-0.0357,0.0164,0.0066
10071,1990-09-28T00:00:00,1990-09-01T00:00:00,-0.0694444477558136,14761000.0,8.375,3,6210,123.623375,138.186,NASDAQ,Finance,-0.0754444477558136,012261,1990-09-01T00:00:00,-3.25277174304258,0.00482826739509079,-2.64459460560402,-0.608177137438561,0.0019847915,0.520289666,0.0013728769,0.0736,0.0914,0.0117,0.0178,0.0108,0.0083586626,1990-09-01T00:00:00,-0.0612,-0.0365,0.0064,0.006
10071,1990-10-31T00:00:00,1990-10-01T00:00:00,-0.0961194038391113,14761000.0,7.5,3,6210,110.7075,123.623375,NASDAQ,Finance,-0.102919403839111,012261,1990-10-01T00:00:00,-3.23897783908143,0.00707311807028477,-2.6440242496284,-0.594953589453039,0.0044927639,0.5224519209,-0.0004706842,0.0717,0.0898,0.0215,0.0181,0.0121,0.006028636,1990-10-01T00:00:00,-0.0192,-0.0557,0.001,0.0068
10071,1990-11-30T00:00:00,1990-11-01T00:00:00,0.25,14761000.0,9.375,3,6210,138.384375,110.7075,NASDAQ,Finance,0.2443,012261,1990-11-01T00:00:00,-3.29016123949552,0.00702344024253421,-2.70842423914205,-0.581737000353471,0.0024398922,0.4985056551,0.0009098866,0.0706,0.0858,0.0402,0.0152,0.0132,0.002247191,1990-11-01T00:00:00,0.0635,0.0043,-0.031,0.0057
10071,1990-12-31T00:00:00,1990-12-01T00:00:00,-0.106666669249535,14752000.0,8.375,3,6210,123.548,138.384375,NASDAQ,Finance,-0.112666669249535,012261,1990-12-01T00:00:00,-3.30771134106432,0.00697445537204544,-2.73917585313008,-0.56853548793424,0.0007945958,0.4844968599,-0.0018459075,0.0674,0.0844,0.0187,0.017,0.0138,0.0,1990-12-01T00:00:00,0.0246,0.0081,-0.017,0.006
10071,1991-01-31T00:00:00,1991-01-01T00:00:00,0.194029852747917,14752000.0,10.0,3,6210,147.52,123.548,NASDAQ,Finance,0.188829852747917,012261,1991-01-01T00:00:00,-3.34772868644372,0.000661703911654321,-2.78612097881033,-0.561607707633389,0.0031935486,0.4663077997,0.0007215596,0.0622,0.0837,0.013,0.0215,0.0141,0.0059790732,1991-01-01T00:00:00,0.0469,0.0381,-0.016,0.0052
10071,1991-02-28T00:00:00,1991-02-01T00:00:00,0.369500011205673,14752000.0,13.625,3,6210,200.996,147.52,NASDAQ,Finance,0.364700011205673,012261,1991-02-01T00:00:00,-3.41218183736152,0.000661266349108569,-2.85754572922146,-0.554636108140063,0.0024313467,0.4427204408,0.001246896,0.0594,0.0841,0.003,0.0247,0.0124,0.0014858841,1991-02-01T00:00:00,0.0719,0.0395,-0.0058,0.0048
10071,1991-03-28T00:00:00,1991-03-01T00:00:00,0.165137618780136,14488000.0,15.875,3,6210,229.997,200.996,NASDAQ,Finance,0.160737618780136,012261,1991-03-01T00:00:00,-3.43348096305046,0.000660829364871329,-2.88585131517307,-0.54762964787739,0.0013750555,0.4571255997,0.0032513958,0.0591,0.0844,0.0038,0.0253,0.0116,0.0014836795,1991-03-01T00:00:00,0.0265,0.0393,-0.0139,0.0044
10071,1991-04-30T00:00:00,1991-04-01T00:00:00,-0.0192125979810953,14488000.0,15.5,3,6210,224.564,229.997,NASDAQ,Finance,-0.0245125979810953,012261,1991-04-01T00:00:00,-3.4328121924048,0.00101517404921037,-2.91085451518948,-0.521957677215319,0.0020727745,0.4612395987,0.0057301566,0.0565,0.0837,0.014,0.0272,0.0108,0.0014814815,1991-04-01T00:00:00,-0.0028,0.0048,0.015,0.0053
10071,1991-05-31T00:00:00,1991-05-01T00:00:00,0.145161285996437,14488000.0,17.75,3,6210,257.162,224.564,NASDAQ,Finance,0.140461285996437,012261,1991-05-01T00:00:00,-3.46964162966278,0.00102238537989985,-2.97398649450044,-0.495655135162341,0.001585169,0.4399669694,0.0069821048,0.0546,0.0845,0.0,0.0299,0.01,0.0029585799,1991-05-01T00:00:00,0.0365,-0.004,-0.0052,0.0047
10071,1991-06-28T00:00:00,1991-06-01T00:00:00,-0.183098584413528,14885000.0,14.5,3,6210,215.8325,257.162,NASDAQ,Finance,-0.187298584413528,012261,1991-06-01T00:00:00,-3.41955101076684,0.0010131087240226,-2.95084483930406,-0.468706171462785,0.0011798904,0.458243743,0.0142474894,0.0557,0.086,-0.0063,0.0303,0.00949999999999999,0.0029498525,1991-06-01T00:00:00,-0.0494,0.0013,0.0115,0.0042
10071,1991-07-31T00:00:00,1991-07-01T00:00:00,0.168620690703392,14885000.0,16.875,3,6210,251.184375,215.8325,NASDAQ,Finance,0.163720690703392,012261,1991-07-01T00:00:00,-3.45992419610997,0.00350910713586572,-3.02241236824661,-0.437511827863355,0.0011053299,0.4403567816,0.0148355528,0.0558,0.085,0.0157,0.0292,0.00890000000000001,0.0014705882,1991-07-01T00:00:00,0.0424,-0.0092,-0.0132,0.0049
10071,1991-08-30T00:00:00,1991-08-01T00:00:00,0.155555561184883,14885000.0,19.5,3,6210,290.2575,251.184375,NASDAQ,Finance,0.150955561184883,012261,1991-08-01T00:00:00,-3.4758937862326,0.00348866130588688,-3.0703442058919,-0.405549580340693,0.0020376369,0.4376396373,0.0173312983,0.0533,0.0818,0.034,0.0285,0.00900000000000001,0.0029368576,1991-08-01T00:00:00,0.0232,0.0158,-0.0078,0.0046
10071,1991-09-30T00:00:00,1991-09-01T00:00:00,0.192307695746422,15211000.0,23.25,3,6210,353.65575,290.2575,NASDAQ,Finance,0.187707695746422,012261,1991-09-01T00:00:00,-3.45307977608751,0.00348467952069775,-3.08032302772543,-0.372756748362079,0.0004746966,0.441531837,0.023289044,0.0522,0.079,0.0303,0.0268,0.00900000000000001,0.0043923865,1991-09-01T00:00:00,-0.0159,0.0164,-0.0108,0.0046
10071,1991-10-31T00:00:00,1991-10-01T00:00:00,-0.130107522010803,15211000.0,20.125,3,6210,306.121375,353.65575,NASDAQ,Finance,-0.134307522010803,012261,1991-10-01T00:00:00,-3.46682705488914,-0.00195710736855048,-3.12733339531952,-0.339493659569625,0.0011256624,0.4340034538,0.0255088958,0.0499,0.0791,0.0054,0.0292,0.00939999999999999,0.0014577259,1991-10-01T00:00:00,0.0129,0.0081,-0.0047,0.0042
10071,1991-11-29T00:00:00,1991-11-01T00:00:00,-0.136645957827568,15211000.0,17.375,3,6210,264.291125,306.121375,NASDAQ,Finance,-0.140545957827568,012261,1991-11-01T00:00:00,-3.42386589945341,-0.00196094514998046,-3.11891135120837,-0.304954548245044,0.0020490197,0.4601544903,0.030689947,0.0456,0.0789,0.0082,0.0333,0.0097,0.0029112082,1991-11-01T00:00:00,-0.0419,-0.005,-0.0189,0.0039
10071,1991-12-31T00:00:00,1991-12-01T00:00:00,0.294964015483856,15211000.0,22.5,3,6210,342.2475,264.291125,NASDAQ,Finance,0.291164015483856,012261,1991-12-01T00:00:00,-3.53162020269986,-0.00196479801235094,-3.26259006362264,-0.269030139077219,0.0020495495,0.4203444173,0.0318123844,0.0407,0.073,0.0581,0.0323,0.00950000000000001,0.0007256894,1991-12-01T00:00:00,0.1084,-0.0224,-0.0417,0.0038
10071,1992-01-31T00:00:00,1992-01-01T00:00:00,0.0111111113801598,15211000.0,22.75,3,6210,346.05025,342.2475,NASDAQ,Finance,0.00771111138015985,012261,1992-01-01T00:00:00,-3.50822272816111,0.00329702543995181,-3.23791025981223,-0.270312468348883,0.0008724427,0.4132296785,0.0319414665,0.038,0.0776,-0.0324,0.0396,0.0093,0.0014503263,1992-01-01T00:00:00,-0.0059,0.0846,0.0471,0.0034
10071,1992-02-28T00:00:00,1992-02-01T00:00:00,-0.0615384615957737,15211000.0,21.25,3,6210,323.23375,346.05025,NASDAQ,Finance,-0.0643384615957737,012261,1992-02-01T00:00:00,-3.51444775649056,0.00329433167832605,-3.24286493527715,-0.271582821213402,0.0009132282,0.4076305252,0.0335560213,0.0384,0.0777,0.0051,0.0393,0.00939999999999999,0.0036205648,1992-02-01T00:00:00,0.0109,0.0087,0.0647,0.0028
10071,1992-03-31T00:00:00,1992-03-01T00:00:00,-0.0823529437184334,15274000.0,19.5,1,6211,297.843,323.23375,NYSE,Finance,-0.0857529437184334,012261,1992-03-01T00:00:00,-3.48909867594821,0.00327540046644126,-3.21625348899309,-0.272845186955123,0.0004697573,0.4021060342,0.041900538,0.0404,0.0797,-0.0094,0.0393,0.00899999999999999,0.0050505051,1992-03-01T00:00:00,-0.0266,-0.0104,0.0356,0.0034
10071,1992-04-30T00:00:00,1992-04-01T00:00:00,-0.174358978867531,15274000.0,16.0,1,6211,244.384,297.843,NYSE,Finance,-0.177558978867531,012261,1992-04-01T00:00:00,-3.51671494110606,-0.00010549079602562,-3.22621076933283,-0.290504171773233,0.0016610436,0.3873034718,0.0386618101,0.0375,0.0803,0.0016,0.0428,0.0088,0.0014357502,1992-04-01T00:00:00,0.0107,-0.0606,0.0434,0.0032
10071,1992-05-29T00:00:00,1992-05-01T00:00:00,0.125,15274000.0,18.0,1,6211,274.932,244.384,NYSE,Finance,0.1222,012261,1992-05-01T00:00:00,-3.51779206626598,-0.000113617919291098,-3.20992956523819,-0.30786250102779,0.0006900288,0.3829985163,0.0371754887,0.0363,0.0781,0.0243,0.0418,0.00850000000000001,0.0014336918,1992-05-01T00:00:00,0.003,0.0041,0.0119,0.0028
10071,1992-06-30T00:00:00,1992-06-01T00:00:00,-0.0625,15546000.0,16.875,1,6211,262.33875,274.932,NYSE,Finance,-0.0657,012261,1992-06-01T00:00:00,-3.50038629469557,-0.000105513913730704,-3.17546004907141,-0.324926245624152,0.0007529192,0.3920423538,0.0430765596,0.0366,0.0765,0.02,0.0399,0.0083,0.0035790981,1992-06-01T00:00:00,-0.0234,-0.0307,0.0324,0.0032
