Date,Mkt-RF,SMB,HML,RMW,CMA,MMOM,PEAD,FIN,QMJ,BAB,MGMT,PERF,MKTRF,SMB*,IA,ROE,MKT,ME,LIQ,IFCR,CON
199504,0.0211,-0.0034,0.0227,0.0005,0.01,0.0182,0.009757523,0.006737672,-0.00090391,0.013109501,0.017778992,-0.003072607,0.0211,0.006487516,0.000961,0.002907,0.020598,0.000708,0.0082,0.0521,-0.007856193
199505,0.029,-0.0206,0.0172,0.0046,0.0009,-0.0043,0.006986408,0.025916562,-0.00232924,0.01433341,0.02319148,-0.028655625,0.029,-0.025148551,0.008841,-0.009921,0.028652,-0.022088,-0.007,0.0835,0.0090937
199506,0.0272,0.0295,-0.0228,-0.0048,-0.0244,0.0287,0.004005569,-0.034890294,-0.003769916,0.018412128,-0.037411318,0.031293231,0.0272,0.015738065,-0.017306,0.021706,0.026459,0.032407,0.0068,0.0174,0.021925839
199507,0.0372,0.021,-0.0167,0.0045,-0.017,0.0254,0.017307031,-0.046656933,-0.00587225,0.015926203,-0.036759645,0.025461515,0.0372,0.013704189,-0.0253,0.009417,0.036261,0.017275,0.0498,0.0633,-0.027086481
199508,0.0055,0.0183,0.0271,-0.0136,0.0164,0.0014,0.015812973,-0.007900864,-0.021562696,0.034422076,0.020307592,-0.044629741,0.0055,0.022366077,0.022127,0.001639,0.004667,0.023994,-0.0115,0.0481,-0.007181926
199509,0.0335,-0.0188,-0.0075,0.0133,0.0036,0.0271,0.031228616,0.006773815,0.009195823,0.031894572,0.015711309,0.009714327,0.0335,-0.017581674,0.018821,0.01434,0.032054,-0.007777,-0.0738,0.07,-0.000236177
199510,-0.0152,-0.0405,-0.0074,0.0214,-0.0003,0.0415,0.017957403,0.044687868,0.043105489,-0.003815135,0.0388193,0.05103803,-0.0152,-0.028142471,0.007712,0.028131,-0.016031,-0.050145,0.0342,-0.042,0.012201056
199511,0.0396,-0.0117,0.0095,-0.0083,0.0119,-0.0065,-0.009351971,0.011006374,-0.002298637,-0.010447839,0.013157067,-0.00610311,0.0396,-0.011130771,0.011438,-0.002371,0.0387,-0.007668,-0.0186,0.0642,-0.006589383
199512,0.0103,0.0067,0.0087,-0.0133,0.0299,0.0254,0.003003047,0.038507244,-0.008337694,0.022465421,0.040218449,-0.015864639,0.0103,0.002256101,0.031139,0.003236,0.010308,0.0063,-0.0331,-0.0136,0.017424147
199601,0.0226,-0.0259,0.003,-0.0064,0.0228,0.0058,-0.005011429,-0.005252528,-0.016001792,0.044069834,0.02585244,-0.02690858,0.0226,-0.015197594,0.024804,-0.014482,0.023863,-0.026407,0.0684,0.0708,0.004195897
199602,0.0133,0.0182,-0.0142,0.004,-0.018,0.0059,-0.002191512,0.000802725,0.008668626,0.008194588,-0.018708325,0.032268336,0.0133,0.026561113,-0.009702,0.03127,0.012402,0.027349,0.0419,0.0299,0.005099503
199603,0.0073,0.0154,0.0101,0.013,-0.0097,-0.0188,0.000722024,0.014237899,-0.007587966,0.026013188,0.003408515,0.001265095,0.0073,0.003422647,-0.006401,0.002616,0.006984,0.018506,-0.0465,0.0333,0.00847756
199604,0.0206,0.0464,-0.0391,0.0018,-0.022,-0.009,0.011612556,-0.052513824,0.006131132,0.000957935,-0.060907129,0.03264406,0.0206,0.027655587,-0.017087,0.028467,0.020932,0.051431,-0.0434,-0.0128,-0.003919958
199605,0.0236,0.0317,-0.012,0.0042,-0.0022,0.0154,0.005925384,0.005676745,0.006373327,0.037364353,-0.008881892,0.023123109,0.0236,0.016741855,0.011073,0.018659,0.02282,0.044432,-0.0257,0.0253,0.008416513
199606,-0.0114,-0.0347,0.0156,0.0346,0.0109,0.0102,-0.003248403,0.044066322,0.018269664,0.034048666,0.046245204,0.000870912,-0.0114,-0.020007571,0.017034,0.008625,-0.012298,-0.04298,-0.0547,0.0036,0.020611927
199607,-0.0597,-0.0368,0.0445,0.0283,0.026,-0.0013,0.00817102,0.079833822,0.023512573,-0.001263933,0.064837318,0.012261213,-0.0597,-0.015578781,0.020111,0.024066,-0.058316,-0.033594,0.0038,-0.0021,0.045238221
199608,0.0277,0.0255,-0.0046,-0.0029,-0.0242,-0.0006,0.000534949,-0.044384705,-0.003231883,0.010706395,-0.037854236,-0.006395874,0.0277,0.022249305,-0.018244,0.001305,0.028341,0.024721,0.0063,0.0354,0.002680524
199609,0.0501,-0.0133,-0.0315,0.0151,-0.0218,0.027,0.016006811,-0.020908368,0.019962378,0.013134121,-0.021434574,0.020064613,0.0501,-0.010242902,-0.017399,0.021863,0.04866,-0.014461,-0.0183,0.0664,0.024547612
199610,0.0086,-0.0388,0.0512,0.0132,0.0298,0.0389,0.017700623,0.053278788,0.010471781,0.032651624,0.059369031,0.00952263,0.0086,-0.022370887,0.036432,0.019037,0.009493,-0.024122,-0.0056,0.0813,0.026123753
199611,0.0625,-0.0379,0.0116,0.0199,-0.0073,-0.0224,-0.009145835,0.010734904,0.016811635,0.008927601,0.00669581,0.003337156,0.0625,-0.042159562,-0.013027,0.008171,0.061628,-0.035325,0.0729,0.1048,-0.015786173
199612,-0.017,0.0321,0.0089,0.0056,0.0151,0.0059,0.015233623,0.014599291,-0.003863409,0.024459779,0.019126832,0.000357365,-0.017,0.042814358,0.01206,0.009518,-0.015792,0.033358,-0.0319,-0.0217,0.04300768
199701,0.0498,-0.0182,-0.0165,0.013,-0.0028,0.0195,0.011800206,-0.01768321,0.009377225,0.039676742,0.004405051,0.034191816,0.0498,-0.001739572,-0.006245,0.017869,0.049459,-0.008086,-0.0314,0.0921,-0.023537663
199702,-0.0049,-0.0253,0.052,0.0069,0.0341,-0.0205,-0.008981989,0.067223978,0.007321703,0.058723811,0.068139613,-0.035575849,-0.0049,-0.016976137,0.02944,-0.015526,-0.00491,-0.024678,-0.0393,0.0452,0.001532317
199703,-0.0502,-0.0048,0.0381,0.0036,0.0167,0.0097,0.004944642,0.055339189,0.009651317,0.029704934,0.038685905,-0.008740746,-0.0502,0.005603235,0.017944,0.017882,-0.049178,-0.00528,0.0214,-0.0776,0.014128669
199704,0.0404,-0.0573,-0.0007,0.0326,-0.0089,0.0492,0.022384879,0.043222867,0.037222679,-0.014635739,0.022459009,0.024781313,0.0404,-0.042613185,-0.018817,0.039516,0.03806,-0.04724,0.059,0.0771,-0.025391015
199705,0.0674,0.0465,-0.0387,-0.0097,-0.0291,-0.0516,-0.009700011,-0.072319738,-0.001193134,-0.017397064,-0.055651837,-0.021717355,0.0674,0.042676678,-0.032224,-0.002472,0.067361,0.050078,0.0154,0.0368,0.002099037
199706,0.041,0.0126,0.0123,0.0101,0.0054,0.0262,0.030394776,0.015419737,0.01039935,0.057572928,0.008275387,0.012257486,0.041,0.009214278,0.002182,0.021258,0.040351,0.010381,0.0096,0.0641,0.032347978
199707,0.0733,-0.0284,0.0082,-0.0024,-0.0256,0.0382,-0.013223994,-0.01821836,0.001778647,0.009151475,-0.01114758,0.006927311,0.0733,-0.021358461,-0.029924,0.013245,0.07222,-0.013914,0.026,0.1296,0.022173013
199708,-0.0415,0.0766,0.0138,-0.0093,-0.0002,-0.0256,0.00406603,-0.023834939,-0.011289978,0.021572225,-0.0094362,-0.005904784,-0.0415,0.076379523,-0.00757,-0.014222,-0.040348,0.074759,-0.0078,-0.0698,8.04E-06
199709,0.0535,0.0256,0.0001,-0.0139,-0.0092,0.0147,-0.002360392,-0.032681003,-0.018936078,0.082537449,-0.008293199,-0.016860719,0.0535,0.021000266,-0.000782,-0.010173,0.053923,0.023927,-0.0155,0.0934,-0.0100015
199710,-0.038,-0.0051,0.0195,0.0109,0.0187,-0.0038,-0.034907214,0.014322438,0.007181734,0.046219468,0.018201898,-0.033375876,-0.038,0.005225424,0.026066,-0.01074,-0.038347,-0.010631,-0.0014,-0.0268,0.000214612
199711,0.0298,-0.0503,0.0079,0.0307,0.0166,0.003,0.005268145,0.056876721,0.031990054,0.01656167,0.044062788,0.01430382,0.0298,-0.04313724,0.028772,0.014108,0.026631,-0.055261,0.0544,0.0172,-0.00769328
199712,0.0132,-0.0201,0.0345,0.0119,0.0192,0.0394,0.023215365,0.023247733,-0.000349931,0.066995466,0.031937425,-0.004171916,0.0132,-0.003711583,0.022516,0.016089,0.013188,-0.022531,0.004,0.0477,0.011848484
199801,0.0015,-0.0141,-0.0145,0.0046,-0.0085,0.001,0.001510103,-0.010011511,0.014306662,-0.013584924,-0.006583635,0.01936924,0.0015,-0.012468202,-0.011899,0.022159,0.000298,-0.011971,0.0045,-0.0313,0.001700305
199802,0.0704,-0.0002,-0.0013,-0.0086,-0.024,-0.0113,0.019092438,-0.028013779,-0.00151233,0.000897893,-0.01641993,-0.005199028,0.0704,0.009809329,-0.024971,0.011219,0.069456,0.010745,0.0585,0.1082,-0.000296235
199803,0.0476,-0.0065,0.0105,-0.0102,-0.0047,0.0214,0.009587731,-0.010337756,-0.006296852,0.037202953,-0.010258685,-0.019048066,0.0476,-0.025925981,0.005559,-0.002875,0.046816,-0.00374,-0.0244,0.0619,0.053524286
199804,0.0073,-0.0002,0.0074,-0.0213,-0.0023,0.008,0.018846638,0.008681359,-0.005374978,0.031650691,0.00818667,-0.003479149,0.0073,0.005020719,0.001887,-0.001947,0.006596,0.004824,-0.0082,0.0352,0.038568078
199805,-0.0307,-0.0311,0.0416,0.0096,0.0254,0.0188,-0.003663624,0.047050588,0.013997402,0.017426529,0.038738823,0.013897665,-0.0307,-0.021677943,0.02256,0.017575,-0.029553,-0.026217,-0.0119,-0.0162,-0.007649719
199806,0.0318,-0.0368,-0.0233,-0.0052,-0.0293,0.0726,0.011547921,-0.010910948,0.014268028,-0.011805434,-0.004367509,0.0755707,0.0318,-0.027600555,-0.015115,0.031629,0.027923,-0.032801,0.0161,0.0302,-0.005001268
199807,-0.0246,-0.0532,-0.0096,0.0182,0.0045,0.037,0.030694911,0.060343338,0.016352278,-0.00294789,0.031612879,0.005939307,-0.0246,-0.047483879,0.018864,0.009712,-0.02724,-0.057032,0.0016,0.0244,-0.003308431
199808,-0.1608,-0.0502,0.034,0.0347,0.0585,0.0189,0.017257643,0.097856734,0.074650125,-0.007978939,0.068601111,0.063633313,-0.1608,-0.022614265,0.054454,0.030535,-0.161856,-0.061962,-0.0307,-0.2806,-0.004996677
199809,0.0615,-0.0084,-0.0331,-0.0151,-0.0291,-0.0064,0.046357172,-0.056348418,-0.002216408,-0.037156059,-0.005883513,0.006506124,0.0615,-0.015104947,-0.030759,-0.018266,0.059952,-0.020572,0.0153,-0.1046,-0.037696375
199810,0.0713,-0.0351,-0.0221,0.0059,0.0028,-0.0536,-0.042140329,0.003816786,-0.000156291,-0.087320319,-0.009305921,-0.045958929,0.0713,-0.030023118,-0.009464,0.006345,0.07104,-0.021584,0.0156,0.1521,-0.018636822
199811,0.061,0.0064,-0.0315,-0.0124,-0.0115,0.0117,0.032186199,-0.014460512,0.002095043,-0.035904972,-0.000930804,-0.003312724,0.061,0.007420166,-0.000277,0.013718,0.05879,0.008948,0.0094,0.1098,0.012059193
199812,0.0616,-0.0151,-0.0446,-0.0075,-0.0333,0.0906,0.065773798,-0.038926767,0.007482143,-0.02860723,-0.018323473,0.089870847,0.0616,-0.023133171,-0.02943,0.029322,0.059272,-0.018799,-0.0052,6.00E-04,0.016797432
199901,0.035,-0.0075,-0.0403,-0.0269,-0.0686,0.0305,0.030149496,-0.042832401,-0.028186701,-0.037015024,-0.034341266,-0.026181047,0.035,0.003972118,-0.044608,-0.032527,0.034962,-0.018847,0.0389,0.0492,0.016343245
199902,-0.0408,-0.0515,0.014,-0.0171,0.0409,-0.0011,-0.019533838,0.040404798,-0.006528008,0.009974193,0.03639915,-0.030641704,-0.0408,-0.050702847,0.048152,0.000119,-0.041457,-0.042264,0.0277,0.0272,0.005260208
199903,0.0345,-0.0429,-0.0265,-0.042,-0.0139,-0.0129,0.026396726,-0.023216282,-0.025430081,-0.073123179,-0.020418591,-0.021766263,0.0345,-0.045282016,0.002998,-0.006929,0.033856,-0.055939,-0.0066,0.0651,-0.026948074
199904,0.0433,0.0466,0.0253,-0.0242,0.0092,-0.0906,-0.032685201,0.06719641,-0.039158329,-0.001990027,0.006905777,-0.096749665,0.0433,0.018033273,0.026516,-0.051571,0.045321,0.039783,0.0983,0.0456,0.024610299
199905,-0.0246,0.0373,0.024,0.0109,0.0336,-0.0528,0.02104389,0.018523925,0.018728265,0.036372971,0.024544931,0.007099219,-0.0246,0.060536618,0.00441,0.006713,-0.02417,0.049385,-0.0093,-0.0638,0.004110247
199906,0.0477,0.0225,-0.036,0.0132,-0.0337,0.0489,0.012588321,-0.023547177,0.013360782,-0.013393138,-0.005442724,0.037564848,0.0477,0.011335822,-0.021164,0.023909,0.046723,0.03148,0.0324,0.0538,-0.022296077
199907,-0.0349,0.0253,-0.0076,0.0048,0.0311,0.0152,0.011751381,0.039005824,0.02358487,0.000936724,0.046192136,-0.004015846,-0.0347,0.025965972,0.03354,0.009611,-0.034374,0.022313,-0.0163,-0.0678,0.073604894
199908,-0.0138,-0.0193,-0.0131,-0.0029,0.0031,0.0292,0.007526801,0.030806618,0.028659194,-0.026813302,0.03302837,0.032271056,-0.0138,-0.012865788,-0.011737,-0.000074,-0.013862,-0.015369,-0.0003,-0.0207,0.006487945
199909,-0.0279,0.0256,-0.034,-0.0074,-0.0106,0.0644,-0.006268199,-0.040548147,0.009543333,-0.049937757,0.001177527,0.06359463,-0.0281,0.006600279,-0.013287,-0.001255,-0.02655,0.017678,-0.0359,-0.0524,0.009284033
199910,0.0612,-0.0709,-0.0288,-0.0171,-0.0125,0.0548,0.048068402,-0.050610432,-0.007595468,-0.024233023,-0.017775378,-0.007499201,0.0613,-0.064486118,0.00337,0.020451,0.058565,-0.056765,0.095,0.1116,-0.006052048
199911,0.0337,0.059,-0.0651,-0.0385,-0.0158,0.0562,0.016738428,-0.114716444,-0.007026548,-0.119439963,-0.043749552,0.066077256,0.0337,0.052280058,-0.038967,-0.029739,0.033012,0.057291,-0.017,-0.0154,0.000660124
199912,0.0772,0.0542,-0.0874,-0.0791,-0.0529,0.1319,0.052634527,-0.100262651,-0.018740142,-0.113326665,-0.03228556,0.105424422,0.0772,0.036863722,-0.054979,-0.054549,0.079994,0.041842,0.0388,0.0048,-0.049966048
200001,-0.0474,0.0415,-0.0029,-0.0605,0.0473,0.0186,0.006622152,0.010683195,-0.030200245,-0.00206149,0.012018777,-0.025193896,-0.0474,0.037491489,0.028671,-0.050537,-0.043955,0.056459,0.0138,-0.0574,0.05897282
200002,0.0245,0.1832,-0.0993,-0.1833,-0.0051,0.1836,0.119815909,-0.245553661,-0.080005799,-0.134600724,-0.078095031,0.078481998,0.0245,0.160364319,-0.053959,-0.075332,0.027483,0.221293,0.0107,-0.0433,0.01250322
200003,0.052,-0.1491,0.0738,0.1168,-0.0105,-0.0639,0.003560116,0.139815483,0.052429895,0.00167088,0.002188768,-0.005140119,0.052,-0.089147454,0.018173,0.076678,0.049123,-0.143923,-0.0025,0.1179,0.020930597
200004,-0.064,-0.0555,0.0861,0.0755,0.0527,-0.0858,-0.020851653,0.069920501,0.067817075,0.069138762,0.04487786,0.026923709,-0.064,-0.038701568,0.037969,0.08705,-0.064122,-0.048603,-0.0465,-0.0566,0.021568166
200005,-0.0442,-0.0368,0.0256,0.0463,0.0074,-0.0908,-0.019280816,0.059875171,0.034086369,0.060375768,0.077272498,-0.036916119,-0.0442,-0.043940182,0.005484,0.000493,-0.043653,-0.046154,-0.027,0.0403,-0.013779462
200006,0.0464,0.1039,-0.0986,-0.0683,-0.0307,0.166,-0.000450527,-0.159597569,-0.035654336,-0.101468218,-0.078659486,0.025321097,0.0464,0.09285924,-0.034196,-0.047658,0.047854,0.102735,-0.0333,-0.0222,-0.066081466
200007,-0.0251,-0.0095,0.0806,0.06,0.0299,-0.0011,0.003438433,0.07265743,0.027498018,0.061486981,0.060213897,0.011123745,-0.0251,-0.008489919,0.022552,0.034323,-0.022484,0.009944,0.1108,0.0927,0.027470404
200008,0.0703,-0.011,-0.0066,-0.0307,0.0061,0.0571,0.041212157,-0.028504921,-0.02548179,-0.049918296,-0.007291048,-0.004012472,0.0703,0.024616351,-0.00803,-0.020458,0.070005,0.004231,-0.01,0.1214,0.001650995
200009,-0.0545,0.0023,0.0613,0.0308,0.0643,0.0218,0.032909954,0.086279818,0.031026199,0.081632028,0.054643389,-0.008309891,-0.0545,-0.019415356,0.052363,0.020914,-0.056238,0.016325,-0.0386,-0.0177,0.044143104
200010,-0.0276,-0.0283,0.0564,0.0966,0.0468,-0.0463,0.004643419,0.107380902,0.086025178,0.01361327,0.075404764,0.092349009,-0.0276,-0.025091956,0.029439,0.073344,-0.029709,-0.022263,0.0217,-0.0142,0.047666101
200011,-0.1072,-0.0046,0.1126,0.1333,0.0851,-0.0241,0.005619722,0.187923728,0.125528502,0.134994239,0.124413134,0.148535751,-0.1072,0.002984161,0.074776,0.103728,-0.107337,0.015305,-0.0385,-0.0922,0.024945817
200012,0.0119,0.0317,0.0737,0.0185,0.0567,0.067,-0.033566668,0.061133191,-0.014695219,0.084972495,0.059638444,0.007329443,0.0119,0.034428019,0.063482,0.051884,0.015517,0.046832,0.0076,0.1185,0.005017265
200101,0.0313,0.058,-0.0486,-0.0444,-0.0655,-0.2506,-0.029956861,-0.100656677,-0.066097998,-0.156832109,-0.073960202,-0.158411517,0.0313,0.036582401,-0.071565,-0.108164,0.034356,0.0274,0.068,0.0564,0.037541062
200102,-0.1005,0.0266,0.1287,0.09,0.0956,0.1251,0.002887877,0.204176099,0.070335574,0.153855165,0.145830422,0.185223504,-0.1005,0.03719831,0.092504,0.05164,-0.102752,0.028777,0.0428,-0.1093,3.16E-05
200103,-0.0726,0.0232,0.0646,0.034,0.0393,0.0835,0.024093206,0.094711609,0.045579889,0.105212148,0.076805088,0.118729658,-0.0726,0.033597301,0.037549,0.034528,-0.07471,0.02959,0.0733,-0.039,-0.001131721
200104,0.0794,-0.0063,-0.0472,-0.0272,-0.0395,-0.0797,0.017239054,-0.087121162,-0.018944897,-0.047797603,-0.089322567,-0.063087101,0.0794,0.010034049,-0.037692,0.000685,0.079967,-0.009077,0.0039,0.0492,-0.008666885
200105,0.0072,0.0358,0.0318,0.0018,0.0218,0.0212,-0.002502549,0.005506228,-0.015123924,0.066708801,0.035914819,0.004138382,0.0072,0.039665275,0.023402,-0.025464,0.007275,0.043764,0.0271,0.0241,-0.003771926
200106,-0.0194,0.0661,-0.0103,0.0203,-0.018,0.0035,0.039784951,0.000517061,0.02006204,0.034266879,0.023657515,8.79E-05,-0.0194,0.060800626,-0.017745,-0.007492,-0.020332,0.066803,0.0076,-0.0406,0.059895115
200107,-0.0213,-0.0291,0.0557,0.0716,0.0301,0.0547,-0.043142234,0.083304068,0.04650051,0.070757602,0.068589535,0.084364713,-0.0213,-0.005239289,0.013819,0.03948,-0.021293,-0.0212,0.0383,-0.0042,0.018123647
200108,-0.0646,0.0273,0.0251,0.0395,0.065,0.0554,0.024986407,0.090988675,0.040820962,0.070572864,0.07279759,0.070124711,-0.0646,0.055902703,0.056318,0.043127,-0.061976,0.02379,0.0482,-0.0335,0.011214351
200109,-0.0925,-0.0569,0.016,0.0496,0.0327,0.1153,0.046116634,0.059437817,0.056735311,0.052018422,0.07327973,0.118118322,-0.0925,-0.051235538,0.028623,0.091985,-0.094218,-0.049237,-0.097,-0.1053,-0.004234233
200110,0.0246,0.0542,-0.081,-0.0266,-0.0464,-0.0841,-0.019297818,-0.091008632,-0.00666757,-0.069970944,-0.072361958,-0.044823247,0.0246,0.031649838,-0.029691,-0.043988,0.025679,0.034885,0.0344,0.0253,-0.013570807
200111,0.0754,-0.003,0.0201,-0.0376,-0.0166,-0.0858,-0.013581442,-0.02697079,-0.018448504,-0.064240277,-0.03111605,-0.052835307,0.0754,-0.012185823,-0.011374,-0.084919,0.077031,-0.01388,0.0344,0.0871,-0.008963769
200112,0.0161,0.0514,0.011,0.003,-0.0029,-0.0002,0.035906906,0.005359632,-0.005591952,0.019183311,-0.007364704,0.002718812,0.0161,0.046654459,-0.001814,0.005375,0.016364,0.053221,0.0678,0.031,0.012325927
200201,-0.0144,0.0119,0.0333,0.0435,0.0284,0.0369,0.019307215,0.082494838,0.045662658,0.050947298,0.060543195,0.074430458,-0.0144,0.012178691,0.032502,0.002966,-0.017367,0.007275,-0.0121,-0.0343,0.009447267
200202,-0.0229,-0.0046,0.025,0.0762,0.0512,0.0676,0.011987957,0.114221056,0.037344747,0.096994783,0.05593566,0.064442178,-0.0229,0.014349382,0.044481,0.053189,-0.02298,-0.004891,0.0246,-0.0307,0.003279043
200203,0.0424,0.0428,0.011,-0.0136,0.0061,-0.0167,0.008343562,-0.015242737,-0.02067379,0.030554486,-0.031108685,-0.049959269,0.0424,0.04042427,0.007793,-0.047112,0.043341,0.046174,0.0877,0.0974,0.023076337
200204,-0.052,0.0666,0.0392,0.0457,0.0541,0.0796,0.055143386,0.130678403,0.025925446,0.12922491,0.042548186,0.054168762,-0.052,0.077352731,0.040768,0.05466,-0.051163,0.075837,0.0547,-0.0023,-0.006275505
200205,-0.0138,-0.0307,0.0168,0.0227,0.0242,0.0297,0.003593119,0.055763507,0.018978127,0.074264153,0.028092848,0.030859287,-0.0138,-0.03527491,0.021867,0.018102,-0.011965,-0.03179,0.0522,0.0313,-0.013036758
200206,-0.0721,0.0378,0.0012,0.0362,0.0251,0.0615,-0.009596536,0.052558779,0.035430163,0.080782798,0.033048869,0.048258735,-0.0721,0.03454329,0.035487,0.049346,-0.071561,0.035704,-0.0102,-0.0593,-0.014327229
200207,-0.0818,-0.0624,-0.0344,0.0419,-0.0072,0.0334,-0.005097636,0.080208898,0.061560593,-0.013435593,0.046799367,0.030826129,-0.0818,-0.05944872,0.019766,0.067015,-0.082657,-0.063911,-0.0528,-0.0905,-0.014941692
200208,0.005,-0.0127,0.0252,0.0115,-0.0161,0.0177,0.001548896,0.014312182,0.007698443,0.030898144,0.005071016,0.0128535,0.005,0.023064649,-0.008614,0.024744,0.006577,-0.000081,-0.0036,0.0367,-0.002507334
200209,-0.1035,0.0307,0.0132,0.0324,-0.0228,0.0909,0.022774236,0.017858959,0.043849959,0.054958117,-0.005859379,0.058235305,-0.1035,0.046503679,-0.02143,0.044195,-0.101334,0.03134,-0.012,-0.1447,0.009162585
200210,0.0784,-0.0412,-0.0545,-0.0328,0.0092,-0.053,-0.036275281,-0.051338941,0.00097193,-0.089121432,0.005410625,0.002811623,0.0784,-0.030045514,0.002945,-0.046507,0.073589,-0.051446,0.0354,0.073,0.009244575
200211,0.0596,0.029,-0.0112,-0.0913,0.0512,-0.1617,0.008597892,-0.09992545,-0.090360116,-0.142601809,0.012744334,-0.0922034,0.0596,0.000562236,0.032723,-0.111739,0.060105,0.014949,0.0304,0.0849,0.009787253
200212,-0.0576,0.005,0.0223,0.0604,-0.0159,0.0965,-0.017739038,0.073626196,0.042105017,0.121406428,-0.002190628,0.04908054,-0.0576,0.022847858,-0.022604,0.053226,-0.054392,0.000672,-0.0116,-0.0609,0.066040241
200301,-0.0257,0.0081,-0.0093,-0.0063,0.0081,0.0162,0.02010724,-0.004556291,-0.002773501,0.013111855,0.019839583,0.012029197,-0.0257,0.004103756,0.006904,-0.006006,-0.024326,-0.009848,-0.0213,-0.0139,0.006079283
200302,-0.0188,-0.0089,-0.0145,0.0104,-0.0055,0.0125,-0.003767425,0.008632406,0.023158803,0.018574265,0.016752683,0.012396502,-0.0188,0.000351697,-0.001279,0.009054,-0.016261,-0.020311,0.0068,-0.0012,0.006971483
200303,0.0109,0.0055,-0.0208,0.018,-0.0069,0.0161,0.022451414,-0.02593904,0.011082728,0.011971213,-0.011851198,0.024880393,0.0109,0.015185935,-0.001248,0.034118,0.009305,0.014022,0.0026,-0.0172,0.011499329
200304,0.0822,0.0106,0.0103,-0.0457,0.0114,-0.0946,-0.023022219,-0.046364415,-0.060358852,-0.034761582,0.000604516,-0.067367559,0.0822,0.000825313,0.010387,-0.044556,0.081823,0.023577,0.0423,0.132,-0.009753545
200305,0.0605,0.0483,-0.0029,-0.0692,0.0322,-0.1077,-0.003711168,-0.059381184,-0.069784811,-0.056145654,-0.023816489,-0.052971104,0.0605,0.020576177,0.01844,-0.082343,0.062568,0.038182,0.0123,0.0756,0.008180817
200306,0.0142,0.0168,0.0068,0.0055,-0.0033,-0.0106,0.005620415,0.003321346,-0.010767144,0.018653811,-0.019198312,0.013163621,0.0142,0.018958496,-0.010625,0.011003,0.015352,0.022173,-0.0076,0.0384,0.036292895
200307,0.0235,0.0473,-0.0113,-0.0417,0.0187,-0.0031,0.009419649,-0.029748699,-0.02406609,0.005461794,0.012521066,-0.016009896,0.0235,0.04486696,0.023403,-0.017466,0.022438,0.043799,0.0668,0.0393,0.02139156
200308,0.0234,0.0254,0.0203,-0.0246,0.022,-0.0056,0.007421249,-0.029673432,-0.013710964,0.00340619,-0.021367494,0.018634377,0.0234,0.019272882,0.023652,-0.012414,0.024277,0.022379,0.0375,-0.0043,-0.009542263
200309,-0.0124,0.0052,0.0001,0.0134,0.0031,-0.0019,-0.007086288,0.022626203,-0.00145187,0.017933171,0.025060672,-0.022197677,-0.0124,-0.001304697,0.002264,0.012645,-0.009977,0.006884,-0.0069,0.0197,-0.051785885
200310,0.0608,0.0264,0.0177,-0.0159,0.0155,0.0373,0.037122388,-0.01052293,-0.012247812,0.002588592,5.64E-05,0.011246213,0.0608,0.026532184,0.010325,-0.017523,0.059619,0.030468,0.0179,0.0797,0.000173893
200311,0.0135,0.0221,0.0185,0.0008,0.0167,0.0162,0.025325477,0.027726893,0.004150715,0.045752189,0.007414967,0.002278522,0.0135,0.018315268,0.023044,0.007775,0.015868,0.021947,0.0037,0.0088,0.010160987
200312,0.0429,-0.0269,0.0241,0,0.0097,-0.0571,-0.016321866,0.005979494,-0.019081135,0.062709682,-0.006095739,-0.051237096,0.0429,-0.01822537,0.007733,-0.017391,0.044658,-0.02782,-0.0059,0.0571,0.020916453
200401,0.0215,0.0254,0.0197,-0.0353,0.034,0.026,-0.010660623,-0.023694015,-0.039470814,-0.014436412,0.014050014,-0.014992531,0.0215,0.025420751,0.020596,-0.024371,0.022355,0.031139,-0.0541,0.015,0.035754878
200402,0.014,-0.0091,0.005,0.0228,-0.0134,-0.0109,-0.003971483,0.029158009,0.003980281,0.053849757,-0.011842429,-0.015520007,0.014,-0.008870475,-0.008831,0.02132,0.014835,-0.003073,0.0243,0.0309,0.006721808
200403,-0.0132,0.0211,0.0022,0.015,-0.0104,0.0021,0.012395768,-0.006843116,0.012782803,0.051192139,-0.015236307,0.007093203,-0.0132,0.016989095,-0.007352,0.017558,-0.011518,0.025229,0.0225,-0.016,-0.028628788
200404,-0.0183,-0.0219,-0.0262,0.0331,-0.028,-0.0539,0.009799213,0.052598863,0.039349507,0.000847277,-0.023659239,-0.004240986,-0.0183,-0.027976848,-0.029001,0.000199,-0.025027,-0.032169,-0.0133,-0.0461,-0.003745009
200405,0.0117,-0.004,-0.0039,-0.0097,-0.0008,0.0161,0.001566718,-0.035289636,-0.0021284,0.003772374,0.003030436,0.009859297,0.0117,0.011373791,0.005519,0.01071,0.013465,-0.003832,0.0095,0.0067,-0.003576026
200406,0.0186,0.0257,0.0139,0.0112,-0.0041,0.021,0.025951355,0.011724577,-0.000584622,0.025456313,0.008952822,0.016950021,0.0186,0.027202775,-0.002625,0.005568,0.020761,0.02241,0.0202,0.0179,0.008863127
200407,-0.0406,-0.0302,0.0412,0.0508,-0.0162,-0.0229,0.015469358,0.047214777,0.033649353,0.059638562,0.02273422,-0.012302229,-0.0406,-0.03296997,-0.009727,0.024041,-0.038585,-0.03347,0.0612,-0.0266,-0.030745963
