Date,Mkt-RF,SMB,HML,RMW,CMA,MMOM,PEAD,FIN,QMJ,BAB,MGMT,PERF,MKTRF,SMB*,IA,ROE,MKT,ME,LIQ,IFCR,CON
198512,0.0388,-0.0039,-0.0153,0.0097,-0.018,-0.0012,0.005778335,-0.006432082,0.017054135,0.031614441,-0.005056615,0.017563597,0.0388,0.000916481,-0.014681,0.017916,0.036922,0.003138,-0.0199,0.0791,-0.020519031
198601,0.0065,0.0101,0.0053,-0.0202,-0.0205,0.0298,0.015093968,-0.029669379,-0.019014844,0.018123272,-0.012081668,0.00678577,0.0065,0.008302363,-0.007083,0.017389,0.004964,0.010626,0.0172,0.0322,0.015046558
198602,0.0713,-0.0076,-0.0094,0.0115,-0.0139,0.0275,0.022493667,0.001503969,0.014694507,0.043998243,0.00809739,0.006430489,0.0713,-0.006417699,-0.014601,0.022451,0.067204,-0.004453,0.0035,0.1203,0.011861161
198603,0.0488,-0.0057,-0.0044,0.0112,0.0099,0.0245,0.002491081,0.008673688,0.008585326,0.045281287,0.010739917,0.005923203,0.0488,0.000879099,0.010702,0.020588,0.047922,0.006328,0.0407,0.0855,-0.064404433
198604,-0.0131,0.0292,-0.0285,0.0291,0.0002,-0.0052,0.009418341,0.013521234,0.020201758,0.018679963,-0.000071154,0.04458256,-0.0131,0.034932829,-0.015603,0.006533,-0.013244,0.01062,-0.0026,-0.0509,0.011031288
198605,0.0462,-0.0126,-0.0011,0.0208,0.0111,0.0203,0.009228707,0.030105003,0.007873714,0.033244408,0.010759141,0.011979997,0.0462,-0.006860792,0.012779,0.034642,0.04591,-0.011626,0.0259,0.0372,-0.007197893
198606,0.0103,-0.0087,0.014,0.0183,0.0087,0.0517,0.025900892,0.031566206,0.021979613,0.051179078,-0.001360478,0.037891365,0.0103,-0.019358147,0.016192,0.052842,0.009,-0.002975,0.0573,-0.0388,-0.011358326
198607,-0.0645,-0.0354,0.0478,-0.0057,0.0061,0.0177,0.008107604,0.024217687,0.01583131,0.014194306,0.033948129,0.022583799,-0.0645,-0.026024693,0.013621,0.030101,-0.064711,-0.027362,-0.0119,-0.0785,0.017251021
198608,0.0607,-0.0436,0.0352,-0.0174,0.0324,-0.0499,-0.001005973,0.012122246,-0.019834917,-0.015854689,0.030969219,-0.040284112,0.0607,-0.031732861,0.030868,-0.027171,0.061567,-0.043969,-0.0278,0.0987,0.001643775
198609,-0.086,0.0197,0.0319,-0.0005,0.0362,-0.0587,-0.015496597,0.014203015,-0.00806419,-0.024360482,0.037740507,-0.038574537,-0.086,0.0297246,0.033804,-0.03817,-0.083804,0.005212,0.0458,-0.1205,-0.026505732
198610,0.0466,-0.0233,-0.0132,0.0013,0.0089,0.0267,0.046249276,-0.007208293,0.006219369,-0.014612216,-0.022076014,0.023831183,0.0466,-0.015739882,0.001715,0.00913,0.045094,-0.019416,0.0148,0.0713,-0.032354029
198611,0.0117,-0.0188,-0.0006,0.0112,0.0061,-0.0032,0.007585032,0.030115717,0.023331586,-0.009658807,0.018939848,0.035954281,0.0117,-0.017335783,0.003756,0.01081,0.011169,-0.0202,-0.0304,-0.0109,-0.003499259
198612,-0.0327,0.0007,0.0037,0.0083,-0.0003,0.0037,0.009053302,0.015117653,0.015698827,-0.022156642,0.010898272,0.00685608,-0.0327,0.008065774,0.010988,0.018557,-0.031155,0.008373,-0.0104,-0.0235,-0.001472227
198701,0.1247,-0.0151,-0.0318,0.002,-0.0109,0.0208,0.042256681,0.002527389,0.00362302,0.036336251,-0.001572061,0.047788561,0.1247,-0.008342698,-0.012057,0.009773,0.124345,-0.012073,-0.0714,0.1149,0.008308396
198702,0.0439,0.0341,-0.0599,-0.009,-0.0276,-0.0219,-0.002319413,-0.02438246,-0.002794973,0.005311341,-0.038049769,0.016107344,0.0439,0.041093759,-0.019813,0.021111,0.043609,0.03356,-0.0405,0.0022,-0.006891794
198703,0.0164,0.0021,0.0166,0.0136,0.0403,0.0161,-0.01067377,0.041810038,-0.006328584,0.049366113,0.036114473,0.014681492,0.0164,0.012857836,0.041787,-0.012061,0.018652,-0.007211,-0.0124,-0.016,-0.016730781
198704,-0.0211,-0.0155,-0.0033,-0.0046,0.0122,0.0027,0.013853146,0.012165976,0.005685368,0.004207616,0.022354827,0.023640323,-0.0211,-0.014922835,0.002809,-0.014873,-0.021286,-0.024645,-0.0366,-0.0295,0.056136577
198705,0.0011,-0.0059,0.0013,0.0052,0.0132,-0.0067,0.003384708,0.000725927,0.005296902,-0.003508023,0.01140633,0.007935629,0.0011,-0.001501908,-0.00089,-0.023826,0.001365,-0.012207,0.0066,-0.0035,0.000188964
198706,0.0394,-0.0229,0.0107,0.0173,0.0083,-0.0018,-0.008062869,0.031715579,0.013394843,0.02252735,0.012528534,-0.008937013,0.0394,-0.014832032,0.013796,0.01407,0.038631,-0.01512,0.0231,0.0487,0.012434154
198707,0.0385,-0.0111,0.0066,-0.005,0.0156,0.0269,-0.002750697,0.016954129,-0.005203388,0.042504325,0.010126748,0.019718892,0.0385,-0.012281043,0.000896,-0.017749,0.04019,-0.020701,0.0085,0.0228,-0.023259957
198708,0.0352,-0.009,-0.009,0.0203,-0.0159,-0.0086,-0.003562899,-0.022451226,0.02883748,-0.005415933,-0.008078316,0.009379019,0.0352,0.006141146,-0.002604,0.03802,0.032402,-0.002168,-0.045,0.03,0.009620333
198709,-0.0259,0.0037,0.0028,-0.009,0.0189,0.0072,0.024850443,0.006031731,-0.005740303,0.000570743,0.023847253,0.006685837,-0.0259,0.005364806,0.018845,0.005862,-0.025594,0.006279,0.0065,-0.0351,0.041581492
198710,-0.2324,-0.0809,0.0423,0.0201,0.0239,-0.0783,-0.006204529,0.04719759,0.050075255,-0.126908386,0.073007365,-0.017620696,-0.2324,-0.080900856,0.033088,0.00571,-0.231403,-0.073578,0.0353,-0.2811,-0.023728661
198711,-0.0777,0.0283,0.0314,-0.0192,0.0071,-0.0114,-0.008110968,0.019224023,-0.001457347,0.043574618,0.015900443,-0.008764053,-0.0777,0.025562839,0.006689,-0.007044,-0.075639,0.032942,-0.0096,-0.0991,-0.003234364
198712,0.0681,0.0009,-0.0449,0.0301,-0.0236,0.058,-0.017985656,-0.029234709,0.017793399,-0.092589447,-0.054848844,0.06656974,0.0681,0.025055389,-0.02447,0.039023,0.067339,0.001802,0.0017,0.0386,0.009467735
198801,0.0421,-0.0054,0.0508,-0.0112,0.0209,-0.0758,0.033393553,0.035696833,-0.021332628,0.037304473,0.030104157,-0.085058548,0.0421,-0.008853171,0.013304,-0.040738,0.042118,-0.007352,0.0425,0.1021,-0.048206577
198802,0.0475,0.0332,-0.0165,0.0156,-0.0011,-0.0157,-0.010073168,0.011014353,0.000768112,-0.011764658,-0.020792197,0.017414156,0.0475,0.049588494,-0.006009,0.010298,0.047131,0.035203,0.0035,0.0286,-0.014886672
198803,-0.0227,0.0626,0.0074,-0.0016,0.0191,0.0073,0.03154197,0.033271692,-0.009154931,0.055178479,0.011955202,0.018484733,-0.0227,0.066381435,0.016282,-0.021454,-0.021,0.057074,-0.0202,-0.0413,0.019984789
198804,0.0056,0.0112,0.0169,-0.0023,0.019,0.0227,0.006961927,0.0116104,-0.002506575,0.018538149,0.009476627,0.015908552,0.0056,0.02048926,0.021414,0.006524,0.006414,0.009134,-0.0252,0.0035,-0.062790469
198805,-0.0029,-0.0259,0.023,-0.007,0.0038,0.0065,0.002702961,0.017671235,0.008714451,0.009869706,0.022468445,-0.029915416,-0.0029,-0.022837303,0.004647,-0.001428,-0.004603,-0.011738,-0.0051,0.0664,0.003201124
198806,0.0479,0.0219,-0.0107,0.0142,-0.0325,-0.0289,0.007472463,-0.031154863,-0.000851135,-0.005309387,-0.035557635,-0.00284758,0.0479,0.017420118,-0.030677,0.023139,0.046628,0.028826,-0.009,0.0817,0.007384865
198807,-0.0125,-0.0017,0.0227,-0.0059,0.0145,0.0062,0.010597127,0.021491103,-0.004429484,0.015872209,0.026765477,-0.026359095,-0.0125,0.004220711,0.011126,-0.01183,-0.012332,0.001957,-0.0087,0.0102,0.00872107
198808,-0.0331,-0.0002,0.0203,-0.0076,0.0174,0.0033,0.02073775,0.024598646,-0.000160131,0.014621771,0.028246823,-0.033439472,-0.0331,0.013419917,0.016595,-0.021331,-0.033963,0.000692,0.0354,-0.0119,-0.01760345
198809,0.033,-0.0131,-0.0068,0.0172,-0.0048,0.0024,-0.000576666,0.017044739,0.007647213,-0.021338222,0.004931157,0.001074762,0.033,-0.008760101,-0.003695,0.02163,0.031057,-0.014899,0.0151,0.0436,-0.003642035
198810,0.0115,-0.0295,0.0171,0.014,0.0104,0.0131,0.010017343,0.0469413,0.008863545,0.002116348,0.024166064,0.001735384,0.0115,-0.026290196,0.004982,0.001131,0.011572,-0.027988,0.0246,0.0017,-0.027685242
198811,-0.0229,-0.0166,0.0124,-0.0031,0.016,0.0042,0.010714018,0.024063715,0.007208254,-0.019237398,0.012901808,0.005063749,-0.0229,-0.004376361,0.013915,-0.004641,-0.022154,-0.019114,-0.002,-0.0052,-0.002244275
198812,0.0149,0.0201,-0.0155,0.0064,-0.0037,0.0041,-0.012289022,-0.011189587,0.009038583,-0.025360239,-0.018694401,0.032655211,0.0149,0.02676474,0.004735,0.00873,0.014769,0.024796,-0.0441,-0.0165,-0.032007293
198901,0.061,-0.0223,0.0051,-0.0103,0.0016,-0.0015,0.001600131,-0.01902612,-0.012871462,0.008530518,-0.002662299,-0.009263578,0.061,-0.019182229,0.000239,-0.003618,0.060337,-0.022277,-0.0042,0.1111,-0.049227538
198902,-0.0225,0.0267,0.0087,-0.0082,0.0189,0.0091,-0.002511639,-0.000724852,-0.0084782,0.010428213,0.010199381,-0.004617771,-0.0225,0.035657888,0.01586,-0.004831,-0.022556,0.029571,-0.0034,-0.03,0.008183425
198903,0.0157,0.0076,0.0046,0.0001,0.0079,0.0354,0.013654698,0.002799717,-0.008096643,0.020602071,0.013435034,-0.010578818,0.0157,-0.007772573,0.012962,-0.000893,0.015252,0.013215,-0.0084,0.0799,-0.02990542
198904,0.0433,-0.007,-0.0145,0.0076,-0.0054,0.0168,0.014698,0.005019763,0.014489424,0.008946849,-0.01927159,0.018710873,0.0433,-0.008144918,-0.002697,0.011632,0.041394,-0.009247,-0.0163,0.0154,-0.006218708
198905,0.0335,-0.0001,-0.0082,0.0049,-0.0004,0.0156,0.019759246,-0.00283824,0.001301134,-0.004389968,-0.012464987,0.010247576,0.0335,-0.003741565,0.001261,0.0131,0.031332,0.000308,-0.0401,0.0343,0.010067367
198906,-0.0135,-0.0108,0.0219,0.0024,0.0152,0.0063,-0.006743214,0.042904165,-0.003481858,0.020092153,0.023343983,-0.028172123,-0.0135,-0.014673954,0.015784,-0.001784,-0.012013,-0.007225,0.0757,-0.0013,-0.018643517
198907,0.072,-0.0404,-0.0284,0.0199,-0.0062,0.0545,0.033459668,0.024200742,0.012054976,0.008596015,0.004613731,0.036857352,0.072,-0.036950874,-0.00341,0.049021,0.070091,-0.034702,0.0343,0.1378,0.013531233
198908,0.0144,0.0043,0.0072,0.0041,-0.005,-0.0012,0.002652239,0.010852943,-0.001207677,0.009158234,-0.005668114,-0.011646264,0.0144,0.00895847,-0.004235,0.016706,0.015443,0.004867,0.0045,-0.0047,0.013755466
198909,-0.0076,0.0046,-0.0134,0.014,0.0059,0.0342,0.000538476,0.00745875,0.002625015,0.000795843,0.008710812,0.01482214,-0.0076,0.015318098,0.011852,0.016183,-0.007861,0.00763,-0.0466,0.0043,0.006839182
198910,-0.0367,-0.0333,-0.0103,0,0.0002,0.0135,-6.65E-06,0.018373827,0.03300271,0.004938153,0.006693426,0.046156751,-0.0367,-0.01838576,0.012866,0.013911,-0.036105,-0.033425,0.0278,-0.0832,0.01244239
198911,0.0103,-0.013,-0.0112,-0.0091,0.0147,0.026,0.007224384,0.011472259,0.008460542,0.01305843,0.011877137,0.027123427,0.0103,-0.009165066,0.016315,0.002241,0.011474,-0.013323,-0.0256,-0.0138,0.018971885
198912,0.0116,-0.023,0.0028,-0.001,0.0145,0.0279,0.014047155,0.005407792,0.01941556,-0.009018428,0.014751352,0.032478048,0.0116,-0.009333341,0.015801,0.010558,0.012354,-0.019373,0.0229,-0.0075,-0.039877026
199001,-0.0785,-0.0133,0.0087,-0.0113,0.0132,-0.0328,0.001513746,0.008099964,0.00913085,-0.002131549,0.002878393,0.015885153,-0.0785,-0.012261275,0.009034,0.00025,-0.075967,-0.012263,-0.036,-0.0974,-0.010633717
199002,0.0111,0.0118,0.0061,-0.0019,-0.0064,-0.005,0.014928091,-0.015697885,-0.007064319,-0.013534179,-0.015959237,-0.008009212,0.0111,0.017859623,-0.010958,-0.004027,0.009083,0.011817,-0.0314,0.0337,0.002831435
199003,0.0183,0.0164,-0.029,0.0215,-0.0102,0.0166,0.009460344,-0.003882093,0.019375636,-0.002063101,-0.021026174,0.055525021,0.0183,0.019453633,-0.003591,0.022426,0.01776,0.012079,-0.0248,-0.0418,0.016929401
199004,-0.0336,-0.004,-0.0255,0.0172,-0.0098,0.024,0.009515987,-0.006811449,0.027630255,-0.024600508,-0.00783876,0.038901117,-0.0336,-0.001604985,-0.007842,0.022113,-0.035115,-0.00457,0.0602,-0.0346,-0.005628049
199005,0.0842,-0.024,-0.0374,0.0165,-0.0157,0.0304,0.017499753,-0.032648527,0.000728523,-0.020083424,-0.039954206,0.034138177,0.0842,-0.013255462,-0.008155,0.037611,0.08253,-0.016557,-0.0092,0.1139,0.006238904
199006,-0.0109,0.0138,-0.0194,-0.01,-0.0034,0.0245,0.012577156,-0.008169473,0.016003699,0.013332852,-0.013590717,0.037560553,-0.0109,0.021290729,0.002723,0.022165,-0.010094,0.01855,0.0255,-0.0117,0.024584836
199007,-0.019,-0.0327,-0.0001,-0.0027,0.031,0.0593,0.012409044,0.039225417,0.02293388,0.004665849,0.029217761,0.038956796,-0.019,-0.012654164,0.039945,0.025767,-0.016107,-0.024706,0.0517,-0.0585,0.012079314
199008,-0.1015,-0.0385,0.0158,-0.0043,0.0299,0.0175,0.022103094,0.031587583,0.016008164,-0.020721933,0.048661489,0.008563002,-0.1015,-0.037807523,0.037185,-0.010163,-0.098059,-0.045202,0.0454,-0.1021,-0.01187012
199009,-0.0612,-0.0378,0.0073,-0.0016,0.0371,0.0552,0.041562606,0.029018909,0.043464817,0.000516094,0.044472785,0.059956385,-0.0612,-0.025132296,0.02575,-0.0049,-0.059827,-0.034454,0.0226,-0.1384,-0.008428045
199010,-0.0192,-0.0507,0.0022,0.0287,-0.0049,0.0673,0.028150924,0.019156544,0.042815497,-0.040209975,0.004061153,0.070984077,-0.0192,-0.057884665,0.002264,0.02103,-0.019063,-0.050346,-0.0154,-0.0548,0.000640232
199011,0.0635,-0.0006,-0.0316,0.0082,-0.0475,-0.0562,0.011214104,-0.03070228,-0.006927369,-0.051217577,-0.045650904,-0.043978447,0.0635,0.017282029,-0.039721,0.015447,0.060093,0.004157,-0.015,0.1379,0.007679636
199012,0.0246,0.0061,-0.0154,0.0286,-0.02,0.0016,-0.006342369,0.019688784,0.021830398,-0.012282499,-0.022225514,0.008900772,0.0246,0.018904168,-0.01942,0.039174,0.023524,0.012588,-0.0353,0.0403,0.062333658
199101,0.0469,0.0386,-0.0184,0.0155,-0.0408,-0.066,0.049360756,-0.056351593,-0.009620839,-0.061478633,-0.031420812,-0.003612491,0.0469,0.037544235,-0.039407,0.001558,0.044441,0.033639,-0.1004,0.0732,0.054681727
199102,0.0719,0.0396,-0.0054,-0.0027,-0.0016,-0.0475,-0.012708591,-0.031300331,-0.032387923,0.015332442,-0.007954193,-0.036773808,0.0719,0.03745384,0.001596,-0.012219,0.07108,0.036175,-0.0197,0.1154,0.005568217
199103,0.0265,0.0382,-0.0123,-0.0039,-0.0099,0.0281,0.026208696,-0.006658262,-0.006251383,0.014253921,-0.034920539,0.009308161,0.0265,0.019812879,-0.009255,0.016671,0.024532,0.039322,-0.0082,0.0612,0.01820465
199104,-0.0028,0.0033,0.0142,0.0053,0.0071,-0.0237,0.007626096,0.012334104,0.000507479,0.049112413,0.012320123,-0.010833346,-0.0028,-0.001100565,0.004802,0.013896,-0.00202,-0.007125,0.0191,0.0286,-0.004739971
199105,0.0365,0.0017,-0.0057,0.0211,-0.0245,-0.0009,0.007097294,-0.005282513,-0.004063747,0.011269723,-0.003307925,-0.012594495,0.0365,0.011634879,-0.019576,-0.006868,0.036272,-0.005809,-0.0085,0.043,-0.003435844
199106,-0.0494,0.0017,0.0121,0.0175,0.0063,0.0047,0.001776399,0.041357882,0.024124056,0.025961054,0.023409824,0.005290602,-0.0494,0.00290815,0.005814,0.013617,-0.0482,0.001017,0.0256,-0.0941,0.048360393
199107,0.0424,-0.0096,-0.0125,0.0161,-0.0141,0.0434,0.009953112,-0.023060219,0.000894369,0.003028587,-0.015353269,0.038393118,0.0424,-0.001593222,-0.006164,0.031479,0.041955,-0.005655,0.0159,0.0964,0.02230528
199108,0.0232,0.0144,-0.0078,0.0088,-0.0055,0.0161,0.012396701,-0.026751753,-0.000126412,0.013176638,-0.020748803,0.017874643,0.0232,0.016896694,0.000067,0.012433,0.022207,0.012403,-0.0172,0.0574,-0.013218921
199109,-0.0159,0.0155,-0.01,-0.0181,0.0016,0.0173,0.001738319,0.00516474,-0.011446729,0.028596795,0.005032299,0.002426535,-0.0159,0.015519216,-0.007842,-0.00408,-0.015533,0.018165,0.0149,0.0025,0.0061291
199110,0.0129,0.0095,-0.0043,-0.0173,-0.0029,0.0317,0.014272308,-0.012385902,-0.007681521,0.021600504,0.018078362,0.017461065,0.0129,0.007879811,0.012806,0.001101,0.013569,0.006343,0.0207,-0.0194,-0.015193634
199111,-0.0419,-0.0087,-0.0193,0.0108,0.0012,0.0126,0.022612406,0.001384388,0.033857306,0.02630868,-0.019161673,0.040371931,-0.0419,-0.003374659,0.003421,0.034519,-0.04119,-0.003517,0.0444,-0.0994,0.012244309
199112,0.1084,-0.0242,-0.0403,0.0358,-0.0312,0.0829,0.02728544,-0.03716561,0.017504729,-0.032803774,-0.028602044,0.070385416,0.1084,-0.013166779,-0.019972,0.068146,0.102986,-0.015775,-0.0545,0.1258,0.015695581
199201,-0.0059,0.0926,0.0451,-0.0133,0.0315,-0.0244,-0.020399434,-0.047895048,-0.042573895,0.053515716,0.005305709,-0.050489782,-0.0059,0.073638792,0.01511,-0.039474,-0.004241,0.083388,-0.0698,0.0259,-0.034433031
199202,0.0109,0.0135,0.0637,0.0009,0.0204,-0.0063,0.019505097,0.006033028,-0.01150559,0.038741692,0.023664611,-0.026088665,0.0109,0.015744784,0.02277,0.008395,0.010526,0.013345,-0.051,0.0485,0.005543533
199203,-0.0266,-0.009,0.0365,-0.0008,0.0193,-0.0034,0.0051789,0.064057622,0.012087359,0.02407529,0.044575373,-0.013113582,-0.0266,-0.00626411,0.01994,0.010902,-0.027076,-0.012367,-0.0038,-0.0241,0.021817915
199204,0.0107,-0.0573,0.0431,0.0171,0.0222,-0.0256,-0.002785536,0.085422838,0.011305799,-0.003557693,0.063563969,-0.033343678,0.0107,-0.053117869,0.018169,-0.016524,0.010116,-0.069737,-0.0044,0.0318,0.059019491
199205,0.003,0.0021,0.0128,-0.0096,0.0043,0.0013,0.014277995,0.000993597,0.002357321,0.011095084,0.005946571,-0.007132186,0.003,0.00566534,0.00363,-0.001148,0.003681,-0.003366,0.0025,0.0275,-0.011066963
199206,-0.0234,-0.0271,0.034,-0.0003,0.0107,-0.0059,0.01100436,0.043036691,0.011734301,0.016610998,0.019421448,-0.024620915,-0.0234,-0.012728779,0.005636,0.007942,-0.022472,-0.02589,0.0231,0.0117,0.014276733
199207,0.0377,-0.0061,-0.0053,0.0157,-0.0072,0.0144,0.007416393,0.003266856,0.011401608,0.013203298,0.002696751,0.017029556,0.0377,-0.002674301,0.004278,0.026145,0.037008,-0.008196,0.0235,0.0029,0.001275532
199208,-0.0238,-0.0042,-0.0103,0.0379,-0.0162,-0.0055,0.022496826,0.032448352,0.033316502,0.010567876,0.005729226,0.039331018,-0.0238,0.001375734,-0.007643,0.014659,-0.023425,-0.003442,0.0499,-0.0564,-0.014260342
199209,0.0119,0.0048,-0.0021,0.0153,-0.005,0.0142,0.024696217,0.002841551,0.007627886,0.018388078,-0.001345332,0.012848055,0.0119,-0.000713651,-0.004117,0.022789,0.009874,0.0068,-0.0231,0.0271,0.024875742
199210,0.0102,0.0202,-0.021,0.0131,-0.008,0.0272,0.025494043,-0.023073243,0.01443563,-0.004474284,-0.031257971,0.021083999,0.0102,0.018055398,-0.003721,0.021205,0.0087,0.015439,-0.0215,0.007,0.017422351
199211,0.0413,0.0391,-0.0148,-0.0084,-0.0191,-0.0032,0.01253132,-0.035704245,-0.013377881,-0.004992819,-0.037025931,-0.010526126,0.0413,0.022762971,-0.012352,0.009313,0.037847,0.036632,-0.0587,0.0851,-0.006077896
199212,0.0153,0.0164,0.0252,-0.0044,0.0075,0.0445,0.017349787,0.018728389,-0.009412826,0.034228549,0.009303466,-0.009657652,0.0153,0.012909872,0.014438,0.017942,0.015498,0.027668,-0.0285,0.0405,0.002593292
199301,0.0093,0.0209,0.0587,-0.0177,0.0278,0.0482,0.001780319,0.011133693,-0.037306217,0.077937156,0.022599957,-0.024731901,0.0093,0.025746015,0.03016,-0.014082,0.010309,0.023168,-0.0024,0.0448,-0.005104335
199302,0.0012,-0.0342,0.0642,-0.005,0.0405,0.031,0.007323574,0.088342427,-0.015681731,0.058388457,0.054146882,-0.036017988,0.0012,-0.026370835,0.035707,-0.014532,0.003193,-0.0331,0.0681,0.025,0.006857362
199303,0.023,0.0005,0.0122,-0.0029,0.0092,0.0374,0.024959171,0.004132367,-0.012549465,0.046342814,0.007808331,0.005280494,0.023,0.007432044,0.009554,0.018079,0.022578,-0.000091,-0.0408,0.0581,0.019840207
199304,-0.0305,-0.0086,0.0261,-0.0369,0.0152,0.0037,0.001619657,0.023391906,-0.025499009,0.048654158,0.037317574,-0.030608181,-0.0305,-0.004543899,0.011884,-0.030475,-0.027772,-0.011281,-0.0176,-0.0369,-0.020546367
199305,0.0289,0.0188,-0.0341,-0.0001,-0.0118,0.0028,0.007508236,-0.063463521,-0.008792977,0.009455923,-0.023365176,0.022713991,0.0289,0.012782915,-0.007827,-0.00551,0.027431,0.018288,0.0435,0.0123,0.007670101
199306,0.0031,0.0011,0.0262,-0.0106,0.0109,0.0457,-0.002655203,-0.002917058,-0.021129132,0.035680701,0.016843268,-0.02284056,0.0031,-0.012184713,0.018344,0.029495,0.002684,0.01599,-0.0322,0.0565,0.002738485
199307,-0.0034,0.009,0.0325,-0.0218,0.0203,0.0324,0.000426121,0.025326987,-0.012764162,0.035816335,0.038173704,-0.022555328,-0.0034,0.003507475,0.014634,-0.005379,-0.003194,0.014282,-0.013,0.0246,0.005657242
199308,0.0371,0.0025,-0.0045,-0.0115,-0.0004,0.0258,0.006263452,0.00039975,-0.004622865,0.022462141,0.000513692,0.01389611,0.0371,0.009509416,-0.00077,0.0047,0.036949,-0.000029,0.016,0.0439,0.006906044
199309,-0.0012,0.0306,-0.0044,0.0077,-0.0008,0.0341,0.026099013,-0.011292231,-0.001884581,0.030869355,-0.003870027,0.028140248,-0.0012,0.017060617,0.00272,0.009383,-0.001715,0.030945,-0.076,0.052,-0.0595874
199310,0.0141,0.0161,-0.0154,-0.001,0.006,-0.0267,-0.004506592,-0.010240095,-0.003601994,0.032696527,0.002417123,-0.001406197,0.0141,0.009242285,-0.005515,-0.01429,0.015854,0.004116,0.0479,-0.0618,0.028309573
199311,-0.0189,-0.0143,-0.0027,0.0155,-0.0095,-0.0472,0.021918032,0.009054245,0.014717958,-0.034812169,-0.006283207,-0.007526335,-0.0189,-0.003304701,-0.007372,-0.007728,-0.020083,-0.018816,0.0512,-0.016,0.010758956
199312,0.0165,0.0136,0.0057,0.007,-0.0032,0.0228,0.001180474,0.001583784,0.001903987,0.012882484,0.001990414,0.021604143,0.0165,0.019985479,-0.002471,0.02358,0.017252,0.020882,0.0127,0.0177,0.007462024
199401,0.0287,-0.0014,0.0209,-0.0229,0.0144,0.0002,0.012015736,0.006908993,-0.024574091,0.034991269,-0.002242487,-0.024575845,0.0287,-0.012416461,0.011711,-0.00818,0.028963,0.001798,-0.0051,0.0583,0.025139823
199402,-0.0255,0.0265,-0.0145,0.0245,-0.0103,-0.003,0.003505084,-0.002985756,0.027251749,-0.012384715,-0.011889836,0.031996907,-0.0255,0.027235982,-0.004566,0.026502,-0.026346,0.02642,0.0088,-0.0685,0.011009592
199403,-0.0478,-0.0102,0.0129,0.0077,0.0127,-0.0133,-0.010026736,0.026935262,0.015594201,-0.008125534,0.027488541,-0.002146455,-0.0478,0.000122475,0.009648,0.002038,-0.048264,-0.009503,0.0269,-0.0556,-0.013361254
199404,0.0068,-0.0105,0.0168,0.0101,0.0112,0.0042,0.003741165,0.001946924,0.005101202,-0.012573729,0.009402197,-0.008405212,0.0068,-0.006582842,0.012914,0.015384,0.006767,-0.008191,0.0056,0.0349,0.002977733
199405,0.0058,-0.0246,0.002,0.009,0.007,-0.0216,0.009910533,-0.021691114,-0.001204036,0.008952082,0.023154889,-0.044251167,0.0058,-0.013481628,0.005438,-0.007075,0.00621,-0.019847,0.0324,0.0523,-0.003151646
199406,-0.0303,-0.0052,0.0169,0.0116,0.0153,-0.0084,0.017125971,0.028097095,0.014847065,0.015052754,0.038054794,-0.016662516,-0.0303,0.007847192,0.009518,0.00163,-0.031027,-0.008786,0.0005,-0.0388,7.61E-05
199407,0.0282,-0.0183,0.0062,-0.0089,0.0011,0.0019,0.010697533,0.008699917,-0.006591868,-0.007479541,0.007086971,-0.000980793,0.0282,-0.022425946,0.004007,0.006664,0.027882,-0.014566,-0.0101,0.0329,-0.001139792
199408,0.0401,0.0129,-0.0281,0.0087,-0.0145,0.0154,-0.024938726,-0.000859783,0.018632513,-0.022852676,-0.035288956,0.034970781,0.0401,0.021597628,-0.006864,0.020432,0.03891,0.02068,0.004,0.056,0.012237454
199409,-0.0231,0.0267,-0.0191,0.006,0.0093,0.0133,0.008672541,0.003743725,0.016025709,0.038334712,0.008927092,0.035354999,-0.0231,0.037268701,0.005453,0.010427,-0.022022,0.021824,0.0311,-0.0666,0.016523623
199410,0.0134,-0.023,-0.0174,0.0058,-0.0062,0.0139,0.012577975,0.003422525,0.030975474,-0.02009791,-0.004832778,0.045544194,0.0134,-0.005662668,0.002525,0.003942,0.01068,-0.018339,0.0113,0.0449,0.01271287
199411,-0.0404,0.0011,-0.0094,0.0081,-0.0044,-0.002,0.003230166,0.017364295,0.027465419,-0.038932546,0.000550949,0.02817438,-0.0404,0.007614957,-0.009591,0.014047,-0.04091,0.005603,-0.0205,-0.0616,-0.001294119
199412,0.0086,-0.0002,0.0054,0.0042,0.0031,0.0351,0.010814892,0.020581275,0.004606717,-0.030545983,0.011922772,0.021310643,0.0086,0.000700254,0.013236,0.040165,0.008179,0.011868,0.0177,-0.0091,-0.018403844
199501,0.018,-0.0276,0.0081,0.0061,-0.0083,-0.0184,-0.008657097,0.016386427,0.005744077,0.012851184,0.010101002,-0.01928484,0.018,-0.029075357,-0.001053,-0.000933,0.016243,-0.024585,-0.0327,0.0487,-0.045889716
199502,0.0363,-0.0055,0.0109,0.0058,-0.0033,-0.0034,-0.003179944,-0.011611607,-0.002902929,0.013401363,-0.002609692,-0.015807673,0.0363,-0.001329367,-0.008389,0.004805,0.035632,-0.007342,-0.0074,0.0735,0.008427209
199503,0.0219,-0.0072,-0.011,-0.0033,0.0016,0.0037,-0.006509997,0.003254924,0.012602272,0.012169157,-0.000788881,0.022225617,0.0219,-0.00485749,0.000794,0.011937,0.022907,-0.012621,0.0178,-0.0046,0.030022129
